CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
16,11.26716179,0.436363636,1350,2.871219103,1,16,1
32,12.87908655,0.545454545,1674,2.94487013,1,32,1
13,3.415308897,0.145454545,486,0.786579854,1,13,1
9,4.149777702,0.163636364,540,1.043802076,1,9,1
15,6.281449477,0.272727273,864,1.394361239,1,15,1
28,6.281449477,0.272727273,864,1.394361239,1,28,1
7,2.426679434,0.109090909,378,0.519761905,1,7,1
0,7.522723549,0.309090909,972,1.797330215,1,0,1
10,3.14072954,0.127272727,432,0.758333333,1,10,1
30,8.277131362,0.345454545,1080,1.922222222,1,30,1
10,3.14072954,0.127272727,432,0.758333333,1,10,1
17,3.359553617,0.163636364,540,0.626702509,1,17,1
0,0.455119613,0.142857143,12,0.111111111,1,0,1
9,2.858845779,0.129032258,150,0.957575758,1,9,1
0,1.558071607,0.096774194,120,0.433333333,1,0,1
4,2.192140643,0.161290323,180,0.518055556,1,4,1
11,5.083906287,0.322580645,330,1.4,1,11,1
0,6.97343569,0.483870968,480,1.762240537,1,0,1
10,2.485339738,0.666666667,25,0.8,1,10,1
10,2.485339738,0.666666667,25,0.8,1,10,1
7,5.344228541,0.379310345,336,1.404761905,1,7,1
18,8.814533178,0.689655172,588,2.078571429,1,18,1
7,2.577535686,0.206896552,196,0.595238095,1,7,1
6,2.762424898,0.75,49,0.685714286,1,6,1
10,3.427005659,0.5,140,0.782186235,1,10,1
7,3.921425182,0.45,190,0.912094338,1,7,1
0,2.935159248,0.636363636,80,0.651691729,1,0,1
10,2.935159248,0.636363636,80,0.651691729,1,10,1
22,4.807643544,0.47826087,264,1.118589744,1,22,1
22,4.728729392,0.846153846,144,1.080710956,1,22,1
18,3.298592711,0.470588235,156,0.712121212,1,18,1
22,4.728729392,0.846153846,144,1.080710956,1,22,1
5,1.820478453,0.5,9,0.666666667,1,5,-1
13,3.083390054,0.75,49,0.857142857,1,13,-1
13,3.083390054,0.75,49,0.857142857,1,13,-1
3,1.36535884,0.5,9,0.444444444,1,3,-1
2,0.455119613,0.125,18,0.111111111,0.5,2,-1
3,1.820478453,0.2,27,0.666666667,1,3,-1
2,0.455119613,0.125,18,0.111111111,0.5,2,-1
2,0.455119613,0.125,18,0.111111111,0.5,2,-1
2,0.455119613,0.125,18,0.111111111,0.5,2,-1
2,0.455119613,0.125,18,0.111111111,0.5,2,-1
2,0.455119613,0.125,18,0.111111111,0.5,2,-1
1,0.31465798,0.037037037,180,0.041666667,0.5,1,-1
1,0.31465798,0.0625,70,0.041666667,0.5,1,-1
0,0.31465798,0.0625,70,0.041666667,0.5,0,-1
2,0.31465798,0.0625,70,0.041666667,0.5,2,-1
1,0.31465798,0.0625,70,0.041666667,0.5,1,-1
2,0.31465798,0.0625,70,0.041666667,0.5,2,-1
2,0.31465798,0.0625,70,0.041666667,0.5,2,-1
2,0.31465798,0.0625,70,0.041666667,0.5,2,-1
2,0.31465798,0.0625,70,0.041666667,0.5,2,-1
2,0.31465798,0.0625,70,0.041666667,0.5,2,-1
2,0.31465798,0.045454545,130,0.041666667,0.5,2,-1
2,0.31465798,0.0625,70,0.041666667,0.5,2,-1
1,0.31465798,0.0625,70,0.041666667,0.5,1,-1
5,1.820478453,0.5,9,0.666666667,1,5,-1
5,1.820478453,0.5,9,0.666666667,1,5,-1
3,1.820478453,0.5,9,0.666666667,1,3,-1
0,0.310667467,0.076923077,33,0.04,0.5,0,-1
0,0.310667467,0.076923077,33,0.04,0.5,0,-1
4,1.220906694,0.5,9,0.373333333,1,4,-1
2,0.310667467,0.2,9,0.04,0.5,2,-1
0,0.310667467,0.2,9,0.04,0.5,0,-1
0,0.310667467,0.05,54,0.04,0.5,0,-1
0,0.310667467,0.076923077,33,0.04,0.5,0,-1
0,0.310667467,0.071428571,36,0.04,0.5,0,-1
0,0.310667467,0.142857143,15,0.04,0.5,0,-1
0,0.310667467,0.076923077,33,0.04,0.5,0,-1
0,0.310667467,0.076923077,33,0.04,0.5,0,-1
0,0.310667467,0.142857143,15,0.04,0.5,0,-1
0,0.310667467,0.142857143,15,0.04,0.5,0,-1
16,3.640956907,0.8,81,0.888888889,1,16,-1
9,3.640956907,0.8,81,0.888888889,1,9,-1
16,3.640956907,0.8,81,0.888888889,1,16,-1
9,3.640956907,0.8,81,0.888888889,1,9,-1
16,3.640956907,0.8,81,0.888888889,1,16,-1
0,2.164042561,0.6,16,0.75,1,0,-1
3,2.164042561,0.6,16,0.75,1,3,-1
3,2.164042561,0.6,16,0.75,1,3,-1
3,2.164042561,0.6,16,0.75,1,3,-1
0,3.182197886,0.777777778,64,0.778409091,1,0,-1
0,3.182197886,0.777777778,64,0.778409091,1,0,-1
0,3.182197886,0.777777778,64,0.778409091,1,0,-1
0,0.36067376,0.1,24,0.0625,0.5,0,-1
4,0.417032391,0.1,24,0.090909091,0.5,4,-1
2,0.417032391,0.1,24,0.090909091,0.5,2,-1
11,3.083390054,0.75,49,0.857142857,1,11,-1
7,2.790553133,0.714285714,36,0.833333333,1,7,-1
0,2.164042561,0.6,16,0.75,1,0,-1
0,2.164042561,0.6,16,0.75,1,0,-1
0,2.164042561,0.6,16,0.75,1,0,-1
9,3.640956907,0.8,81,0.888888889,1,9,-1
16,3.640956907,0.8,81,0.888888889,1,16,-1
9,3.640956907,0.8,81,0.888888889,1,9,-1
16,3.640956907,0.8,81,0.888888889,1,16,-1
2,0.434294482,0.066666667,60,0.1,0.5,2,-1
2,0.434294482,0.142857143,12,0.1,0.5,2,-1
9,2.666736988,0.714285714,36,0.766666667,1,9,-1
6,2.666736988,0.714285714,36,0.766666667,1,6,-1
6,2.790553133,0.454545455,60,0.833333333,1,6,-1
9,2.666736988,0.714285714,36,0.766666667,1,9,-1
6,2.666736988,0.714285714,36,0.766666667,1,6,-1
9,2.666736988,0.714285714,36,0.766666667,1,9,-1
2,0.434294482,0.071428571,54,0.1,0.5,2,-1
2,0.434294482,0.125,18,0.1,0.5,2,-1
7,3.366288429,0.777777778,64,0.875,1,7,-1
7,3.366288429,0.777777778,64,0.875,1,7,-1
7,3.366288429,0.777777778,64,0.875,1,7,-1
7,3.366288429,0.777777778,64,0.875,1,7,-1
0,3.366288429,0.777777778,64,0.875,1,0,-1
7,3.366288429,0.777777778,64,0.875,1,7,-1
7,3.366288429,0.777777778,64,0.875,1,7,-1
7,3.366288429,0.777777778,64,0.875,1,7,-1
6,1.193658359,0.375,30,0.244444444,0.5,6,-1
0,1.193658359,0.375,30,0.244444444,0.5,0,-1
0,0.738538746,0.166666667,48,0.133333333,0.5,0,-1
0,0.738538746,0.166666667,48,0.133333333,0.5,0,-1
0,0.738538746,0.166666667,48,0.133333333,0.5,0,-1
4,2.164042561,0.428571429,24,0.75,1,4,-1
4,2.164042561,0.428571429,24,0.75,1,4,-1
5,2.164042561,0.428571429,24,0.75,1,5,-1
4,1.442695041,0.142857143,12,0.5,1,4,-1
9,3.640956907,0.8,81,0.888888889,1,9,-1
12,3.640956907,0.8,81,0.888888889,1,12,-1
12,3.640956907,0.8,81,0.888888889,1,12,-1
3,0.586212764,0.090909091,119,0.067676768,0.5,3,-1
2,0.262697311,0.055555556,84,0.022222222,0.5,2,-1
3,0.586212764,0.1,105,0.067676768,0.5,3,-1
3,0.586212764,0.047619048,259,0.067676768,0.5,3,-1
2,0.262697311,0.055555556,84,0.022222222,0.5,2,-1
2,0.262697311,0.055555556,84,0.022222222,0.5,2,-1
2,0.262697311,0.055555556,84,0.022222222,0.5,2,-1
2,0.262697311,0.055555556,84,0.022222222,0.5,2,-1
3,0.586212764,0.076923077,147,0.067676768,0.5,3,-1
2,0.262697311,0.020833333,294,0.022222222,0.5,2,-1
2,0.262697311,0.055555556,84,0.022222222,0.5,2,-1
2,0.262697311,0.058823529,77,0.022222222,0.5,2,-1
3,0.586212764,0.0625,189,0.067676768,0.5,3,-1
2,0.262697311,0.034482759,161,0.022222222,0.5,2,-1
2,0.262697311,0.058823529,77,0.022222222,0.5,2,-1
2,0.262697311,0.058823529,77,0.022222222,0.5,2,-1
2,0.262697311,0.034482759,161,0.022222222,0.5,2,-1
3,0.586212764,0.125,77,0.067676768,0.5,3,-1
3,0.586212764,0.133333333,70,0.067676768,0.5,3,-1
2,0.262697311,0.1,28,0.022222222,0.5,2,-1
2,0.262697311,0.1,28,0.022222222,0.5,2,-1
7,2.832189023,0.260869565,154,0.736507937,1,7,-1
0,0.262697311,0.071428571,56,0.022222222,0.5,0,-1
2,0.262697311,0.071428571,56,0.022222222,0.5,2,-1
0,0.262697311,0.071428571,56,0.022222222,0.5,0,-1
3,0.586212764,0.086956522,126,0.067676768,0.5,3,-1
3,0.586212764,0.076923077,147,0.067676768,0.5,3,-1
3,0.586212764,0.095238095,112,0.067676768,0.5,3,-1
2,0.262697311,0.090909091,35,0.022222222,0.5,2,-1
2,0.262697311,0.071428571,56,0.022222222,0.5,2,-1
3,0.586212764,0.125,77,0.067676768,0.5,3,-1
7,2.641806134,0.75,49,0.639105339,1,7,-1
3,0.586212764,0.133333333,70,0.067676768,0.5,3,-1
3,0.586212764,0.133333333,70,0.067676768,0.5,3,-1
3,0.586212764,0.125,77,0.067676768,0.5,3,-1
3,0.586212764,0.125,77,0.067676768,0.5,3,-1
2,0.262697311,0.1,28,0.022222222,0.5,2,-1
2,0.262697311,0.1,28,0.022222222,0.5,2,-1
0,0.434294482,0.111111111,9,0.1,0.5,0,-1
0,13.69217254,0.93220339,3248,0.992566803,1,0,-1
46,13.69217254,0.93220339,3248,0.992566803,1,46,-1
0,3.780901083,0.254237288,928,0.296584748,1,0,-1
46,13.69217254,0.93220339,3248,0.992566803,1,46,-1
46,13.69217254,0.93220339,3248,0.992566803,1,46,-1
49,13.69217254,0.93220339,3248,0.992566803,1,49,-1
46,13.69217254,0.93220339,3248,0.992566803,1,46,-1
