CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
10,3.427005659,0.5,140,0.782186235,1,10,1
7,3.921425182,0.45,190,0.912094338,1,7,1
0,2.935159248,0.636363636,80,0.651691729,1,0,1
10,2.935159248,0.636363636,80,0.651691729,1,10,1
22,4.807643544,0.47826087,264,1.118589744,1,22,1
22,4.728729392,0.846153846,144,1.080710956,1,22,1
18,3.298592711,0.470588235,156,0.712121212,1,18,1
22,4.728729392,0.846153846,144,1.080710956,1,22,1
22,4.728729392,0.846153846,144,1.080710956,1,22,1
22,4.728729392,0.846153846,144,1.080710956,1,22,1
0,2.164042561,0.272727273,40,0.75,1,0,1
4,2.164042561,0.230769231,48,0.75,1,4,1
7,3.389109326,0.428571429,91,1.01978022,1,7,1
7,3.389109326,0.428571429,91,1.01978022,1,7,1
4,0.779742491,0.222222222,28,0.153846154,0.5,4,1
5,1.914975767,0.5,35,0.496703297,1,5,1
5,1.914975767,0.5,35,0.496703297,1,5,1
6,3.083390054,0.375,105,0.857142857,1,6,1
6,3.083390054,0.375,105,0.857142857,1,6,1
6,3.083390054,0.375,105,0.857142857,1,6,1
17,3.908650337,0.818181818,100,0.9,1,17,1
4,1.820478453,0.4,12,0.666666667,1,4,1
3,1.96401739,0.6,16,0.65,1,3,1
0,3.539621972,0.36,240,0.716239316,1,0,1
0,3.41998547,0.818181818,100,0.657905983,1,0,1
0,0,0,1,0,1,0,1
6,1.391137574,0.086956522,136,0.458333333,1,6,1
12,3.741924186,0.777777778,64,1.058823529,1,12,1
6,0.833854471,0.222222222,24,0.183823529,1,6,1
7,3.319684564,0.777777778,64,0.85,1,7,1
5,2.553913807,0.153846154,125,0.826923077,1,5,1
0,0.214003131,0.008333333,2400,0.009345794,0.5,0,1
10,2.984390068,0.428571429,91,0.803571429,1,10,1
7,3.738737584,0.5,104,1.071428571,1,7,1
7,3.738737584,0.5,104,1.071428571,1,7,1
